analysis	event_col	nonplant_no_event	nonplant_event	plant_no_event	plant_event	odds_ratio	conf_low95	conf_high95	p_value
all_branches	gain_event	358	1	204	25	43.6728462984265	7.04241205589826	1790.09931875072	4.21434756739189e-10
