branch_id	parent_node	child_node	branch_length	parent_CN	child_CN	delta_CN	gain_count	loss_count	gain_event	loss_event	starting_CN	ending_CN	parent_diet	child_diet	diet_state	child_label	parent_label	diet_transition
branch_202	401	97	3.1562130092	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ovis_aries	Node401	0
branch_203	396	98	7.97378705414	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Rupicapra_rupicapra	Node396	0
branch_204	395	99	8.4284452503	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Capricornis_sumatraensis	Node395	0
branch_205	390	100	19.1764115755	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Moschus_berezovskii	Node390	0
branch_206	362	402	48.75904364	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Node402	Node362	0
branch_207	402	101	8.1160320869	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Sus_scrofa	Node402	0
branch_208	402	102	8.1160325035	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Phacochoerus_africanus	Node402	0
branch_209	361	103	64.059498912	3	1	-2	0	2	0	1	3	1	Plant_dominant	Plant_dominant	Plant_dominant	Camelus_dromedarius	Node361	0
branch_210	360	403	23.27277077	3	6	3	3	0	1	0	3	6	Plant_dominant	Plant_dominant	Plant_dominant	Node403	Node360	0
branch_211	403	404	34.249222793	6	10	4	4	0	1	0	6	10	Plant_dominant	Plant_dominant	Plant_dominant	Node404	Node403	0
branch_212	404	104	6.870361716	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Equus_kiang	Node404	0
branch_213	404	105	6.8703595985	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Equus_caballus	Node404	0
branch_214	403	106	41.119586622	6	9	3	3	0	1	0	6	9	Plant_dominant	Plant_dominant	Plant_dominant	Tapirus_indicus	Node403	0
branch_215	359	405	2.703426	2	2	0	0	0	0	0	2	2	Insectivore	Insectivore	Insectivore	Node405	Node359	0
branch_216	405	406	21.42023367	2	1	-1	0	1	0	1	2	1	Insectivore	Carnivore	Carnivore	Node406	Node405	1
branch_217	406	407	6.24376495	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node407	Node406	0
branch_218	407	408	31.91526036	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node408	Node407	0
branch_219	408	409	0.5202401698	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node409	Node408	0
branch_220	409	410	3.318781588	1	1	0	0	0	0	0	1	1	Carnivore	Omnivore	Omnivore	Node410	Node409	1
branch_221	410	107	6.816217486	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Otocyon_megalotis	Node410	0
branch_222	410	108	6.816217486	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Nyctereutes_procyonoides	Node410	0
branch_223	409	411	5.1811547789	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node411	Node409	0
branch_224	411	109	4.953843573	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Lycaon_pictus	Node411	0
branch_225	411	412	3.16156276182	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node412	Node411	0
branch_226	412	110	1.792281677	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Canis_latrans	Node412	0
branch_227	412	413	0.5427981011	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node413	Node412	0
branch_228	413	111	1.249483576	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Canis_aureus	Node413	0
branch_229	413	112	1.2494835761	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Canis_lupus	Node413	0
branch_230	408	414	3.8826999104	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node414	Node408	0
branch_231	414	415	1.158263177	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node415	Node414	0
branch_232	415	416	2.5696957634	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node416	Node415	0
branch_233	416	417	1.689172288	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node417	Node416	0
branch_234	417	113	1.355408466	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Vulpes_ferrilata	Node417	0
branch_235	417	114	1.355408466	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Vulpes_corsac	Node417	0
branch_236	416	115	3.044580393	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Vulpes_vulpes	Node416	0
branch_237	415	116	5.6142757951	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Vulpes_lagopus	Node415	0
branch_238	414	117	6.7725400556	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Urocyon_cinereoargenteus	Node414	0
branch_239	407	418	7.415727701	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node418	Node407	0
branch_240	418	419	2.290629168	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node419	Node418	0
branch_241	419	420	16.140681	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node420	Node419	0
branch_242	420	421	8.610441859	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node421	Node420	0
branch_243	421	422	2.604336522	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node422	Node421	0
branch_244	422	423	0.5599112883	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node423	Node422	0
branch_245	423	118	4.948772063	1	1	0	0	0	0	0	1	1	Carnivore	Omnivore	Omnivore	Mirounga_leonina	Node423	1
branch_246	423	119	4.948772352	1	1	0	0	0	0	0	1	1	Carnivore	Insectivore	Insectivore	Hydrurga_leptonyx	Node423	1
branch_247	422	120	5.5086833883	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Monachus_monachus	Node422	0
branch_248	421	121	8.1130202347	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Phoca_vitulina	Node421	0
branch_249	420	424	12.699218329	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node424	Node420	0
branch_250	424	425	1.522277382	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node425	Node424	0
branch_251	425	122	2.501966382	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Eumetopias_jubatus	Node425	0
branch_252	425	123	2.5019660206	1	1	0	0	0	0	0	1	1	Carnivore	Omnivore	Omnivore	Zalophus_californianus	Node425	1
branch_253	424	124	4.0242439081	1	1	0	0	0	0	0	1	1	Carnivore	Insectivore	Insectivore	Arctocephalus_gazella	Node424	1
branch_254	419	426	2.77174291	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node426	Node419	0
branch_255	426	125	30.092401268	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Mephitis_mephitis	Node426	0
branch_256	426	427	14.0812751425	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node427	Node426	0
branch_257	427	126	16.011124687	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Meles_meles	Node427	0
branch_258	427	428	0.39640602836	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node428	Node427	0
branch_259	428	429	6.284203473	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node429	Node428	0
branch_260	429	127	9.330513232	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Eira_barbara	Node429	0
branch_261	429	430	3.2674121388	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node430	Node429	0
branch_262	430	128	6.063103693	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Martes_flavigula	Node430	0
branch_263	430	431	2.174648611	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node431	Node430	0
branch_264	431	129	3.88845472	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Martes_foina	Node431	0
branch_265	431	130	3.8884546117	1	1	0	0	0	0	0	1	1	Carnivore	Omnivore	Omnivore	Martes_martes	Node431	1
branch_266	428	432	1.9705952402	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node432	Node428	0
branch_267	432	433	8.5658728528	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node433	Node432	0
branch_268	433	131	5.078248972	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Mustela_erminea	Node433	0
branch_269	433	434	0.9820042071	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node434	Node433	0
branch_270	434	132	4.096246209	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Mustela_nivalis	Node434	0
branch_271	434	133	4.09624657	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Mustela_lutreola	Node434	0
branch_272	432	435	4.2969307254	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node435	Node432	0
branch_273	435	134	9.347193265	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Lontra_canadensis	Node435	0
branch_274	435	135	9.3471907394	1	1	0	0	0	0	0	1	1	Carnivore	Omnivore	Omnivore	Lutra_lutra	Node435	1
branch_275	418	436	24.12687956	1	1	0	0	0	0	0	1	1	Carnivore	Plant_dominant	Plant_dominant	Node436	Node418	1
branch_276	436	136	11.02789523	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ailuropoda_melanoleuca	Node436	0
branch_277	436	437	7.500621527	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node437	Node436	0
branch_278	437	438	2.595832628	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Node438	Node437	0
branch_279	438	137	0.9314399908	1	1	0	0	0	0	0	1	1	Plant_dominant	Carnivore	Carnivore	Ursus_maritimus	Node438	1
branch_280	438	138	0.9314399908	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ursus_arctos	Node438	0
branch_281	437	139	3.5272726915	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Ursus_americanus	Node437	0
branch_282	406	439	20.685385119	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node439	Node406	0
branch_283	439	440	1.11101331	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node440	Node439	0
branch_284	440	140	27.017868291	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Hyaena_hyaena	Node440	0
branch_285	440	141	27.017869367	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Paguma_larvata	Node440	0
branch_286	439	441	20.566806005	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node441	Node439	0
branch_287	441	442	2.474471579	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node442	Node441	0
branch_288	442	443	0.9427225661	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node443	Node442	0
branch_289	443	142	4.144881807	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Panthera_tigris	Node443	0
branch_290	443	444	1.140454056	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node444	Node443	0
branch_291	444	143	3.004429195	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Panthera_onca	Node444	0
branch_292	444	445	1.5261014088	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node445	Node444	0
branch_293	445	144	1.478327786	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Panthera_pardus	Node445	0
branch_294	445	145	1.478327786	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Panthera_leo	Node445	0
branch_295	442	146	5.087605817	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Neofelis_nebulosa	Node442	0
branch_296	441	446	1.5636230013	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node446	Node441	0
branch_297	446	447	0.4563929294	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node447	Node446	0
branch_298	447	448	2.033483406	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node448	Node447	0
branch_299	448	147	3.508578421	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Lynx_rufus	Node448	0
branch_300	448	148	3.508578421	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Lynx_canadensis	Node448	0
branch_301	447	449	0.7695608626	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node449	Node447	0
branch_302	449	149	4.772500098	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Acinonyx_jubatus	Node449	0
branch_303	449	150	4.7725014702	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Puma_concolor	Node449	0
branch_304	446	450	0.3574378102	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node450	Node446	0
branch_305	450	451	2.6538604473	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node451	Node450	0
branch_306	451	151	2.9871568964	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Felis_chaus	Node451	0
branch_307	451	152	2.9871571848	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Felis_catus	Node451	0
branch_308	450	452	4.8397410987	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Node452	Node450	0
branch_309	452	153	0.8012761719	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Prionailurus_viverrinus	Node452	0
branch_310	452	154	0.8012761719	1	1	0	0	0	0	0	1	1	Carnivore	Carnivore	Carnivore	Prionailurus_bengalensis	Node452	0
branch_311	405	453	69.337232016	2	1	-1	0	1	0	1	2	1	Insectivore	Insectivore	Insectivore	Node453	Node405	0
branch_312	453	155	0.8972631264	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Manis_pentadactyla	Node453	0
branch_313	453	156	0.8972631264	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Manis_javanica	Node453	0
branch_314	306	454	0.86250384553	2	2	0	0	0	0	0	2	2	Insectivore	Insectivore	Insectivore	Node454	Node306	0
branch_315	454	455	70.498445604	2	1	-1	0	1	0	1	2	1	Insectivore	Insectivore	Insectivore	Node455	Node454	0
branch_316	455	456	11.0597297262	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node456	Node455	0
branch_317	456	157	1.101467691	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Talpa_europaea	Node456	0
branch_318	456	158	1.101467691	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Talpa_occidentalis	Node456	0
branch_319	455	159	12.1611968125	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Scaptochirus_moschatus	Node455	0
branch_320	454	457	28.849364528	2	1	-1	0	1	0	1	2	1	Insectivore	Insectivore	Insectivore	Node457	Node454	0
branch_321	457	458	29.432128989	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node458	Node457	0
branch_322	458	459	6.800138626	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node459	Node458	0
branch_323	459	460	0.5136495695	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Node460	Node459	0
branch_324	460	160	17.06434476841	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Suncus_murinus	Node460	0
branch_325	460	161	17.0643448023	1	1	0	0	0	0	0	1	1	Insectivore	Omnivore	Omnivore	Crocidura_zimmermanni	Node460	1
branch_326	459	162	17.5779974024	1	1	0	0	0	0	0	1	1	Insectivore	Insectivore	Insectivore	Suncus_etruscus	Node459	0
branch_327	458	163	24.378134009	1	1	0	0	0	0	0	1	1	Insectivore	Carnivore	Carnivore	Scutisorex_somereni	Node458	1
branch_328	457	461	45.5616528372	1	1	0	0	0	0	0	1	1	Insectivore	Omnivore	Omnivore	Node461	Node457	1
branch_329	461	164	8.2486083087	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Sorex_ornatus	Node461	0
branch_330	461	165	8.248607635	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Sorex_fumeus	Node461	0
branch_331	305	462	3.522404	2	2	0	0	0	0	0	2	2	Insectivore	Plant_dominant	Plant_dominant	Node462	Node305	1
branch_332	462	463	6.955623	2	3	1	1	0	1	0	2	3	Plant_dominant	Plant_dominant	Plant_dominant	Node463	Node462	0
branch_333	463	464	23.17947395	3	8	5	5	0	1	0	3	8	Plant_dominant	Plant_dominant	Plant_dominant	Node464	Node463	0
branch_334	464	465	39.269924338	8	13	5	5	0	1	0	8	13	Plant_dominant	Plant_dominant	Plant_dominant	Node465	Node464	0
branch_335	465	466	1.660083974	13	14	1	1	0	1	0	13	14	Plant_dominant	Plant_dominant	Plant_dominant	Node466	Node465	0
branch_336	466	166	13.02411497389	14	16	2	2	0	1	0	14	16	Plant_dominant	Plant_dominant	Plant_dominant	Oryctolagus_cuniculus	Node466	0
branch_337	466	167	13.02411362347	14	17	3	3	0	1	0	14	17	Plant_dominant	Plant_dominant	Plant_dominant	Sylvilagus_floridanus	Node466	0
branch_338	465	467	10.0646764897	13	10	-3	0	3	0	1	13	10	Plant_dominant	Plant_dominant	Plant_dominant	Node467	Node465	0
branch_339	467	468	0.3416737764	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Node468	Node467	0
branch_340	468	469	0.3643852157	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Node469	Node468	0
branch_341	469	168	3.9134657305	10	12	2	2	0	1	0	10	12	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_yarkandensis	Node469	0
branch_342	469	169	3.9134653662	10	10	0	0	0	0	0	10	10	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_europaeus	Node469	0
branch_343	468	470	1.589631171	10	9	-1	0	1	0	1	10	9	Plant_dominant	Plant_dominant	Plant_dominant	Node470	Node468	0
branch_344	470	170	2.6882196295	9	8	-1	0	1	0	1	9	8	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_capensis	Node470	0
branch_345	470	471	1.0034747304	9	9	0	0	0	0	0	9	9	Plant_dominant	Plant_dominant	Plant_dominant	Node471	Node470	0
branch_346	471	472	0.2141147496	9	9	0	0	0	0	0	9	9	Plant_dominant	Plant_dominant	Plant_dominant	Node472	Node471	0
branch_347	472	171	1.470629967	9	8	-1	0	1	0	1	9	8	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_tolai	Node472	0
branch_348	472	172	1.4706299669	9	8	-1	0	1	0	1	9	8	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_castroviejoi	Node472	0
branch_349	471	173	1.68474478961	9	11	2	2	0	1	0	9	11	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_timidus	Node471	0
branch_350	467	174	4.61952450365	10	8	-2	0	2	0	1	10	8	Plant_dominant	Plant_dominant	Plant_dominant	Lepus_oiostolus	Node467	0
branch_351	464	473	46.8905969417	8	15	7	7	0	1	0	8	15	Plant_dominant	Plant_dominant	Plant_dominant	Node473	Node464	0
branch_352	473	175	7.0635102283	15	15	0	0	0	0	0	15	15	Plant_dominant	Plant_dominant	Plant_dominant	Ochotona_argentata	Node473	0
branch_353	473	176	7.0635104112	15	15	0	0	0	0	0	15	15	Plant_dominant	Plant_dominant	Plant_dominant	Ochotona_princeps	Node473	0
branch_354	463	474	5.143362	3	2	-1	0	1	0	1	3	2	Plant_dominant	Plant_dominant	Plant_dominant	Node474	Node463	0
branch_355	474	475	6.967944	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Node475	Node474	0
branch_356	475	476	12.09071255	1	1	0	0	0	0	0	1	1	Plant_dominant	Omnivore	Omnivore	Node476	Node475	1
branch_357	476	177	52.9315670458	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Eliomys_quercinus	Node476	0
branch_358	476	477	27.3212407694	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Node477	Node476	0
branch_359	477	478	6.943394325	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node478	Node477	0
branch_360	478	479	9.8746237901	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node479	Node478	0
branch_361	479	178	8.7923050278	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Sciurus_carolinensis	Node479	0
branch_362	479	179	8.7923058824	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Sciurus_vulgaris	Node479	0
branch_363	478	180	18.666928249	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Pteromys_volans	Node478	0
branch_364	477	480	7.550276466	0	0	0	0	0	0	0	0	0	Omnivore	Plant_dominant	Plant_dominant	Node480	Node477	1
branch_365	480	181	18.060046679	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Tamias_sibiricus	Node480	0
branch_366	480	481	10.080175612	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node481	Node480	0
branch_367	481	482	1.409347879	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node482	Node481	0
branch_368	482	182	6.5705248974	0	0	0	0	0	0	0	0	0	Plant_dominant	Omnivore	Omnivore	Spermophilus_citellus	Node482	1
branch_369	482	483	5.3491063665	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node483	Node482	0
branch_370	483	183	1.2214181596	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Cynomys_ludovicianus	Node483	0
branch_371	483	184	1.2214179321	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Cynomys_gunnisoni	Node483	0
branch_372	481	484	3.8615895573	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node484	Node481	0
branch_373	484	185	4.118282365	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Marmota_monax	Node484	0
branch_374	484	485	0.2972949878	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node485	Node484	0
branch_375	485	186	3.8209872345	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Marmota_flaviventris	Node485	0
branch_376	485	187	3.8209872351	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Marmota_himalayana	Node485	0
branch_377	475	188	65.022293167	1	0	-1	0	1	0	1	1	0	Plant_dominant	Plant_dominant	Plant_dominant	Ctenodactylus_gundi	Node475	0
branch_378	474	486	6.126869	2	1	-1	0	1	0	1	2	1	Plant_dominant	Omnivore	Omnivore	Node486	Node474	1
branch_379	486	487	15.21576094	1	1	0	0	0	0	0	1	1	Omnivore	Plant_dominant	Plant_dominant	Node487	Node486	1
branch_380	487	488	22.42517166	1	0	-1	0	1	0	1	1	0	Plant_dominant	Plant_dominant	Plant_dominant	Node488	Node487	0
branch_381	488	489	19.360460793	0	0	0	0	0	0	0	0	0	Plant_dominant	Omnivore	Omnivore	Node489	Node488	1
branch_382	489	189	8.861984457	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Dipodomys_merriami	Node489	0
branch_383	489	190	8.861983903	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Dipodomys_spectabilis	Node489	0
branch_384	488	490	14.922097904	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Node490	Node488	0
branch_385	490	191	13.30034765646	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Thomomys_bottae	Node490	0
branch_386	490	192	13.3003486345	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Geomys_bursarius	Node490	0
branch_387	487	491	46.14728732	1	0	-1	0	1	0	1	1	0	Plant_dominant	Plant_dominant	Plant_dominant	Node491	Node487	0
branch_388	491	193	4.500339744	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Castor_fiber	Node491	0
branch_389	491	194	4.500339744	0	0	0	0	0	0	0	0	0	Plant_dominant	Plant_dominant	Plant_dominant	Castor_canadensis	Node491	0
branch_390	486	492	3.60664	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node492	Node486	0
branch_391	492	493	1.761076	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node493	Node492	0
branch_392	493	494	3.655428	1	1	0	0	0	0	0	1	1	Omnivore	Omnivore	Omnivore	Node494	Node493	0
branch_393	494	495	43.265931858	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Node495	Node494	0
branch_394	495	195	13.5742892659	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Myospalax_psilurus	Node495	0
branch_395	495	196	13.5742889905	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Eospalax_fontanierii	Node495	0
branch_396	494	496	5.198225	1	0	-1	0	1	0	1	1	0	Omnivore	Omnivore	Omnivore	Node496	Node494	0
branch_397	496	497	0.393154566	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node497	Node496	0
branch_398	497	498	7.2582871	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node498	Node497	0
branch_399	498	499	31.679376777	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node499	Node498	0
branch_400	499	197	12.31117502	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_russatus	Node499	0
branch_401	499	500	2.08902199	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node500	Node499	0
branch_402	500	501	5.945913419	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node501	Node500	0
branch_403	501	198	4.276238636	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_kempi	Node501	0
branch_404	501	199	4.27624058927	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_percivali	Node501	0
branch_405	500	502	7.363226542	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node502	Node500	0
branch_406	502	503	2.540510873479	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Node503	Node502	0
branch_407	503	200	0.3184154044	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_cahirinus	Node503	0
branch_408	503	201	0.31841540434	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_dimidiatus	Node503	0
branch_409	502	202	2.85892619702	0	0	0	0	0	0	0	0	0	Omnivore	Omnivore	Omnivore	Acomys_minous	Node502	0
