branch_id	parent_node	child_node	branch_length	parent_CN	child_CN	delta_CN	gain_count	loss_count	gain_event	loss_event	starting_CN	ending_CN	parent_diet	child_diet	diet_state	diet_binary	stable_diet_branch	child_label	parent_label
branch_402	418	199	1.92750338	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Macaca_nemestrina	Node418
branch_403	418	200	1.9275033807	4	2	-2	0	2	0	1	4	2	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Macaca_silenus	Node418
branch_404	413	201	7.84870744442	4	3	-1	0	1	0	1	4	3	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Papio_hamadryas	Node413
branch_405	412	202	9.32067075241	4	4	0	0	0	0	0	4	4	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Erythrocebus_patas	Node412
branch_406	399	419	14.8174684671	2	1	-1	0	1	0	1	2	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node419	Node399
branch_407	419	420	2.016013785	1	1	0	0	0	0	0	1	1	Plant_dominant	Non_plant	Non_plant	Non_plant	0	Node420	Node419
branch_408	420	421	2.772886418	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node421	Node420
branch_409	421	422	1.238835216	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node422	Node421
branch_410	422	203	10.266721952	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Callithrix_jacchus	Node422
branch_411	422	204	10.2667217362	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Leontopithecus_rosalia	Node422
branch_412	421	423	7.8217774871	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node423	Node421
branch_413	423	205	3.6837792842	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Saguinus_midas	Node423
branch_414	423	206	3.6837796457	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Saguinus_oedipus	Node423
branch_415	420	424	0.8285605458	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node424	Node420
branch_416	424	207	13.449881051	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Saimiri_boliviensis	Node424
branch_417	424	208	13.4498843049	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Cebus_albifrons	Node424
branch_418	419	425	8.221626183	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node425	Node419
branch_419	425	426	5.426895686	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Node426	Node425
branch_420	426	209	2.6459369115	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Ateles_geoffroyi	Node426
branch_421	426	210	2.6459368756	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Ateles_hybridus	Node426
branch_422	425	211	8.072831152	1	1	0	0	0	0	0	1	1	Plant_dominant	Plant_dominant	Plant_dominant	Plant_dominant	1	Brachyteles_arachnoides	Node425
branch_423	393	212	69.003651	2	1	-1	0	1	0	1	2	1	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Cynocephalus_volans	Node393
branch_424	223	427	23.79366187	2	1	-1	0	1	0	1	2	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Node427	Node223
branch_425	427	213	67.472826121	1	1	0	0	0	0	0	1	1	Non_plant	Plant_dominant	Plant_dominant	Plant_dominant	0	Choloepus_didactylus	Node427
branch_426	427	214	67.472816422	1	1	0	0	0	0	0	1	1	Non_plant	Non_plant	Non_plant	Non_plant	1	Dasypus_novemcinctus	Node427
