analysis	response	model	term	estimate	std_error	statistic	p_value	rate_ratio	rate_ratio_low95	rate_ratio_high95
all_branches	loss_count	Poisson	(Intercept)	-5.32981214536463	0.243010566587429	-21.9324296067064	1.27437996916509e-106	0.00484498007873224	0.00300910418980763	0.00780093691764556
all_branches	loss_count	Poisson	diet_binaryPlant_dominant	0.939839409129177	0.31979595428441	2.93887210434605	0.00329408974308849	2.55957034169247	1.36757532864841	4.79052246470878
all_branches	loss_count	Poisson	starting_CN_z	0.411551830882329	0.0666015396590463	6.17931406674964	6.43807071467423e-10	1.50915792676826	1.32447057446747	1.71959852625884
